id,title,url,source,image,savedAt
https://www.space.com/space-exploration/launches-spacecraft/space-starship-flight-11-launch-webcast,Watch SpaceX launch its Starship Flight 11 megarocket test flight on Oct. 13 - Space,https://www.space.com/space-exploration/launches-spacecraft/space-starship-flight-11-launch-webcast,Space.com,https://cdn.mos.cms.futurecdn.net/y4dKGS4fjmZzhVshYrKzpB-2560-80.jpg,1.76038E+12
http://9to5google.com/2025/10/12/why-does-samsung-feel-the-need-to-ruin-android-notifications/,Why does Samsung feel the need to ruin Android notifications? - 9to5Google,http://9to5google.com/2025/10/12/why-does-samsung-feel-the-need-to-ruin-android-notifications/,9to5google.com,https://i0.wp.com/9to5google.com/wp-content/uploads/sites/4/2025/07/galaxy-z-fold-7-review-10-lockscreen.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,1.76038E+12
https://techcrunch.com/2025/10/12/nvidias-ai-empire-a-look-at-its-top-startup-investments/,Nvidia’s AI empire: A look at its top startup investments - TechCrunch,https://techcrunch.com/2025/10/12/nvidias-ai-empire-a-look-at-its-top-startup-investments/,TechCrunch,"https://techcrunch.com/wp-content/uploads/2024/11/GettyImages-2183848501.jpg?resize=1200,800",1.76038E+12
https://www.notateslaapp.com/news/3231/tesla-launches-model-y-standard-in-europe-with-important-difference,Tesla Launches Model Y Standard in Europe With Important Difference - Not a Tesla App,https://www.notateslaapp.com/news/3231/tesla-launches-model-y-standard-in-europe-with-important-difference,Notateslaapp.com,https://www.notateslaapp.com/img/containers/article_images/model-y-2025/standard/modelystandard_84.jpg/1a370936fdcabdfcdd1b807a4d76ebfb/modelystandard_84.jpg,1.76038E+12
